0;30,9436739693226
0,1;34,4049343131518
0,2;38,1639488700169
0,3;42,2193293017177
0,4;46,5641125253845
0,5;51,185470536832
0,6;56,064684081828
0,7;61,1774051641695
0,8;66,4942088450955
0,9;71,9814083781801
1;77,602083143536
1,1;83,3172496706298
1,2;89,0870949739534
1,3;94,8721897554413
1,4;100,634606416661
1,5;106,33888149786
1,6;111,952781391913
1,7;117,447850918821
1,8;122,799743816255
1,9;127,98835033438
2;132,997748750569
2,1;137,816014451051
2,2;142,434922669346
2,3;146,849579876875
2,4;151,05801523205
2,5;155,060758439432
2,6;158,860424731602
2,7;162,461322131436
2,8;165,869091126207
2,9;169,090382632798
3;172,132576744842
3,1;175,0035422072
3,2;177,711434773457
3,3;180,264531446825
3,4;182,671096953993
3,5;184,939278531282
3,6;187,077025104713
3,7;189,092027130486
3,8;190,991673659603
3,9;192,783023546866
4;194,472788102316
4,1;196,067322856383
4,2;197,572626462088
4,3;198,994345079009
4,4;200,337780869903
4,5;201,607903490691
4,6;202,809363669207
4,7;203,94650814998
4,8;205,023395434788
4,9;206,043811874977
5;207,011287775312
